id_player,team,position,captain,height,country_,market_value,age
250223,Aston Villa,M,1,175.0,SCO,14500000.0,31
826204,Aston Villa,M,0,184.0,FRA,39000000.0,26
331737,Aston Villa,M,0,177.0,BEL,38000000.0,28
96538,Aston Villa,D,0,178.0,FRA,7400000.0,32
864169,Aston Villa,D,0,192.0,ESP,26000000.0,29
783126,Aston Villa,M,0,170.0,ARG,16500000.0,29
923973,Aston Villa,M,0,195.0,BEL,38000000.0,24
976263,Aston Villa,D,0,178.0,NLD,23000000.0,23
803039,Aston Villa,F,0,176.0,NLD,27000000.0,27
1089388,Aston Villa,D,0,183.0,NLD,11600000.0,22
143334,Aston Villa,D,0,187.0,SWE,5800000.0,31
930245,Aston Villa,F,0,185.0,CIV,27000000.0,24
303638,Aston Villa,D,0,195.0,ENG,4300000.0,32
851100,Aston Villa,M,0,180.0,ENG,19400000.0,25
100390,Aston Villa,G,0,194.0,NLD,2300000.0,34
581310,Arsenal,G,0,183.0,ESP,38000000.0,30
966837,Arsenal,M,0,180.0,ESP,77000000.0,27
856714,Arsenal,M,0,188.0,ENG,114000000.0,27
958959,Arsenal,D,0,179.0,NLD,73000000.0,24
941168,Arsenal,D,0,193.0,FRA,85000000.0,24
869792,Arsenal,D,0,190.0,BRA,70000000.0,28
934235,Arsenal,F,0,178.0,ENG,136000000.0,24
804508,Arsenal,F,0,187.0,SWE,66000000.0,27
135666,Arsenal,F,0,172.0,BEL,21000000.0,31
957602,Arsenal,D,0,188.0,ITA,49000000.0,23
1002837,Arsenal,D,0,184.0,ECU,46000000.0,24
547410,Arsenal,M,1,178.0,NOR,82000000.0,27
864921,Arsenal,F,0,178.0,ENG,69000000.0,27
592010,Arsenal,M,0,188.0,ESP,31000000.0,29
966547,Arsenal,M,0,182.0,ENG,54000000.0,23
922573,Arsenal,F,0,180.0,BRA,42000000.0,24
1144630,Arsenal,D,0,191.0,ESP,33000000.0,21
846036,Arsenal,D,0,186.0,ENG,27000000.0,28
1423711,Arsenal,D,0,178.0,ENG,43000000.0,19
794839,Arsenal,F,0,175.0,BRA,21000000.0,28
